temporada;data_jogo;rodada;time_casa;time_fora;gols_casa;gols_fora;placar;resultado
2017;2017-08-06 19:00:00;19;Avai-SC;Santos-SP;0;0;0-0;Empate
2017;2017-08-12 16:00:00;20;Atletico-GO;Coritiba-PR;1;0;1-0;Vitória Casa
2017;2017-08-12 19:00:00;20;Vitoria-BA;Avai-SC;0;1;0-1;Vitória Fora
2017;2017-08-13 11:00:00;20;Sao Paulo-SP;Cruzeiro-MG;3;2;3-2;Vitória Casa
2017;2017-08-13 16:00:00;20;Vasco da Gama-RJ;Palmeiras-SP;1;1;1-1;Empate
2017;2017-08-13 16:00:00;20;Atletico-MG;Flamengo-RJ;2;0;2-0;Vitória Casa
2017;2017-08-13 16:00:00;20;Sport-PE;Ponte Preta-SP;0;0;0-0;Empate
2017;2017-08-13 19:00:00;20;Atletico-PR;Bahia-BA;4;1;4-1;Vitória Casa
2017;2017-08-13 19:00:00;20;Botafogo-RJ;Gremio-RS;1;0;1-0;Vitória Casa
2017;2017-08-14 20:00:00;20;Santos-SP;Fluminense-RJ;0;0;0-0;Empate
2017;2017-08-23 19:30:00;20;Chapecoense-SC;Corinthians-SP;0;1;0-1;Vitória Fora
2017;2017-08-19 16:00:00;21;Corinthians-SP;Vitoria-BA;0;1;0-1;Vitória Fora
2017;2017-08-19 19:00:00;21;Flamengo-RJ;Atletico-GO;2;0;2-0;Vitória Casa
2017;2017-08-20 11:00:00;21;Gremio-RS;Atletico-PR;0;0;0-0;Empate
2017;2017-08-20 16:00:00;21;Ponte Preta-SP;Botafogo-RJ;2;1;2-1;Vitória Casa
2017;2017-08-20 16:00:00;21;Cruzeiro-MG;Sport-PE;2;0;2-0;Vitória Casa
2017;2017-08-20 16:00:00;21;Bahia-BA;Vasco da Gama-RJ;3;0;3-0;Vitória Casa
2017;2017-08-20 16:00:00;21;Avai-SC;Sao Paulo-SP;1;1;1-1;Empate
2017;2017-08-20 19:00:00;21;Palmeiras-SP;Chapecoense-SC;0;2;0-2;Vitória Fora
2017;2017-08-20 19:00:00;21;Coritiba-PR;Santos-SP;0;0;0-0;Empate
2017;2017-08-21 20:00:00;21;Fluminense-RJ;Atletico-MG;2;1;2-1;Vitória Casa
2017;2017-08-26 16:00:00;22;Fluminense-RJ;Vasco da Gama-RJ;0;1;0-1;Vitória Fora
2017;2017-08-26 19:00:00;22;Corinthians-SP;Atletico-GO;0;1;0-1;Vitória Fora
2017;2017-08-27 16:00:00;22;Flamengo-RJ;Atletico-PR;2;0;2-0;Vitória Casa
2017;2017-08-27 16:00:00;22;Palmeiras-SP;Sao Paulo-SP;4;2;4-2;Vitória Casa
2017;2017-08-27 16:00:00;22;Bahia-BA;Botafogo-RJ;1;2;1-2;Vitória Fora
2017;2017-08-27 16:00:00;22;Ponte Preta-SP;Atletico-MG;1;2;1-2;Vitória Fora
2017;2017-08-27 19:00:00;22;Cruzeiro-MG;Santos-SP;1;1;1-1;Empate
2017;2017-08-27 19:00:00;22;Avai-SC;Chapecoense-SC;1;0;1-0;Vitória Casa
2017;2017-08-28 20:00:00;22;Coritiba-PR;Vitoria-BA;0;1;0-1;Vitória Fora
2017;2017-09-02 16:00:00;22;Gremio-RS;Sport-PE;5;0;5-0;Vitória Casa
2017;2017-09-09 16:00:00;23;Atletico-MG;Palmeiras-SP;1;1;1-1;Empate
2017;2017-09-09 18:00:00;23;Vasco da Gama-RJ;Gremio-RS;1;0;1-0;Vitória Casa
2017;2017-09-09 19:00:00;23;Sao Paulo-SP;Ponte Preta-SP;2;2;2-2;Empate
2017;2017-09-10 11:00:00;23;Atletico-PR;Coritiba-PR;1;1;1-1;Empate
2017;2017-09-10 16:00:00;23;Santos-SP;Corinthians-SP;2;0;2-0;Vitória Casa
2017;2017-09-10 16:00:00;23;Sport-PE;Avai-SC;0;1;0-1;Vitória Fora
2017;2017-09-10 16:00:00;23;Vitoria-BA;Fluminense-RJ;2;2;2-2;Empate
2017;2017-09-10 19:00:00;23;Botafogo-RJ;Flamengo-RJ;2;0;2-0;Vitória Casa
2017;2017-09-10 19:00:00;23;Chapecoense-SC;Cruzeiro-MG;1;2;1-2;Vitória Fora
2017;2017-09-11 20:00:00;23;Atletico-GO;Bahia-BA;1;1;1-1;Empate
2017;2017-09-16 19:00:00;24;Botafogo-RJ;Santos-SP;2;0;2-0;Vitória Casa
2017;2017-09-16 21:00:00;24;Ponte Preta-SP;Atletico-GO;1;3;1-3;Vitória Fora
2017;2017-09-17 11:00:00;24;Avai-SC;Atletico-MG;1;1;1-1;Empate
2017;2017-09-17 16:00:00;24;Gremio-RS;Chapecoense-SC;0;1;0-1;Vitória Fora
2017;2017-09-17 16:00:00;24;Flamengo-RJ;Sport-PE;2;0;2-0;Vitória Casa
2017;2017-09-17 16:00:00;24;Corinthians-SP;Vasco da Gama-RJ;1;0;1-0;Vitória Casa
2017;2017-09-17 16:00:00;24;Vitoria-BA;Sao Paulo-SP;1;2;1-2;Vitória Fora
2017;2017-09-17 16:00:00;24;Atletico-PR;Fluminense-RJ;3;1;3-1;Vitória Casa
2017;2017-09-17 19:00:00;24;Cruzeiro-MG;Bahia-BA;1;0;1-0;Vitória Casa
2017;2017-09-18 20:00:00;24;Palmeiras-SP;Coritiba-PR;1;0;1-0;Vitória Casa
2017;2017-09-23 19:00:00;25;Flamengo-RJ;Avai-SC;1;1;1-1;Empate
2017;2017-09-23 21:00:00;25;Santos-SP;Atletico-PR;1;0;1-0;Vitória Casa
2017;2017-09-24 11:00:00;25;Sao Paulo-SP;Corinthians-SP;1;1;1-1;Empate
2017;2017-09-24 16:00:00;25;Chapecoense-SC;Ponte Preta-SP;1;0;1-0;Vitória Casa
2017;2017-09-24 16:00:00;25;Atletico-GO;Cruzeiro-MG;1;2;1-2;Vitória Fora
2017;2017-09-24 16:00:00;25;Coritiba-PR;Botafogo-RJ;2;3;2-3;Vitória Fora
2017;2017-09-24 16:00:00;25;Fluminense-RJ;Palmeiras-SP;0;1;0-1;Vitória Fora
2017;2017-09-24 19:00:00;25;Atletico-MG;Vitoria-BA;1;3;1-3;Vitória Fora
2017;2017-09-24 19:00:00;25;Bahia-BA;Gremio-RS;1;0;1-0;Vitória Casa
2017;2017-09-25 20:00:00;25;Sport-PE;Vasco da Gama-RJ;1;1;1-1;Empate
2017;2017-09-30 16:00:00;26;Vasco da Gama-RJ;Chapecoense-SC;1;1;1-1;Empate
2017;2017-09-30 16:00:00;26;Bahia-BA;Coritiba-PR;1;1;1-1;Empate
2017;2017-09-30 19:00:00;26;Palmeiras-SP;Santos-SP;0;1;0-1;Vitória Fora
2017;2017-10-01 16:00:00;26;Botafogo-RJ;Vitoria-BA;2;3;2-3;Vitória Fora
2017;2017-10-01 16:00:00;26;Sao Paulo-SP;Sport-PE;1;0;1-0;Vitória Casa
2017;2017-10-01 16:00:00;26;Cruzeiro-MG;Corinthians-SP;1;1;1-1;Empate
2017;2017-10-01 16:00:00;26;Avai-SC;Atletico-GO;0;2;0-2;Vitória Fora
2017;2017-10-01 16:00:00;26;Gremio-RS;Fluminense-RJ;1;0;1-0;Vitória Casa
2017;2017-10-01 19:00:00;26;Atletico-PR;Atletico-MG;0;2;0-2;Vitória Fora
2017;2017-10-02 20:00:00;26;Ponte Preta-SP;Flamengo-RJ;1;0;1-0;Vitória Casa
2017;2017-10-11 19:30:00;27;Botafogo-RJ;Chapecoense-SC;2;1;2-1;Vitória Casa
2017;2017-10-11 19:30:00;27;Atletico-PR;Atletico-GO;2;2;2-2;Empate
2017;2017-10-11 21:00:00;27;Corinthians-SP;Coritiba-PR;3;1;3-1;Vitória Casa
2017;2017-10-11 21:45:00;27;Atletico-MG;Sao Paulo-SP;1;0;1-0;Vitória Casa
2017;2017-10-11 21:45:00;27;Gremio-RS;Cruzeiro-MG;0;1;0-1;Vitória Fora
2017;2017-10-11 21:45:00;27;Avai-SC;Vasco da Gama-RJ;1;2;1-2;Vitória Fora
2017;2017-10-12 17:00:00;27;Flamengo-RJ;Fluminense-RJ;1;1;1-1;Empate
2017;2017-10-12 17:00:00;27;Vitoria-BA;Sport-PE;1;2;1-2;Vitória Fora
2017;2017-10-12 17:00:00;27;Ponte Preta-SP;Santos-SP;1;1;1-1;Empate
2017;2017-10-12 21:00:00;27;Palmeiras-SP;Bahia-BA;2;2;2-2;Empate
2017;2017-10-07 16:00:00;28;Cruzeiro-MG;Ponte Preta-SP;2;1;2-1;Vitória Casa
2017;2017-10-14 19:00:00;28;Vasco da Gama-RJ;Botafogo-RJ;1;0;1-0;Vitória Casa
2017;2017-10-14 21:00:00;28;Sao Paulo-SP;Atletico-PR;2;1;2-1;Vitória Casa
2017;2017-10-15 17:00:00;28;Fluminense-RJ;Avai-SC;1;0;1-0;Vitória Casa
2017;2017-10-15 17:00:00;28;Sport-PE;Atletico-MG;1;1;1-1;Empate
2017;2017-10-15 17:00:00;28;Atletico-GO;Palmeiras-SP;1;3;1-3;Vitória Fora
2017;2017-10-15 17:00:00;28;Chapecoense-SC;Flamengo-RJ;0;1;0-1;Vitória Fora
2017;2017-10-15 19:00:00;28;Coritiba-PR;Gremio-RS;0;1;0-1;Vitória Fora
2017;2017-10-15 19:00:00;28;Bahia-BA;Corinthians-SP;2;0;2-0;Vitória Casa
2017;2017-10-16 20:00:00;28;Santos-SP;Vitoria-BA;2;2;2-2;Empate
2017;2017-10-18 19:30:00;29;Atletico-GO;Vasco da Gama-RJ;0;1;0-1;Vitória Fora
2017;2017-10-18 19:30:00;29;Coritiba-PR;Cruzeiro-MG;1;0;1-0;Vitória Casa
2017;2017-10-18 21:00:00;29;Atletico-MG;Chapecoense-SC;2;3;2-3;Vitória Fora
2017;2017-10-18 21:45:00;29;Avai-SC;Botafogo-RJ;1;1;1-1;Empate
2017;2017-10-18 21:45:00;29;Fluminense-RJ;Sao Paulo-SP;3;1;3-1;Vitória Casa
2017;2017-10-18 21:45:00;29;Corinthians-SP;Gremio-RS;0;0;0-0;Empate
2017;2017-10-19 20:00:00;29;Palmeiras-SP;Ponte Preta-SP;2;0;2-0;Vitória Casa
2017;2017-10-19 20:00:00;29;Vitoria-BA;Atletico-PR;2;3;2-3;Vitória Fora
2017;2017-10-19 21:00:00;29;Flamengo-RJ;Bahia-BA;4;1;4-1;Vitória Casa
2017;2017-10-19 21:00:00;29;Sport-PE;Santos-SP;1;1;1-1;Empate
2017;2017-10-21 17:00:00;30;Vasco da Gama-RJ;Coritiba-PR;1;1;1-1;Empate
2017;2017-10-22 17:00:00;30;Atletico-PR;Sport-PE;2;1;2-1;Vitória Casa
2017;2017-10-22 17:00:00;30;Sao Paulo-SP;Flamengo-RJ;2;0;2-0;Vitória Casa
2017;2017-10-22 17:00:00;30;Cruzeiro-MG;Atletico-MG;1;3;1-3;Vitória Fora
2017;2017-10-22 17:00:00;30;Gremio-RS;Palmeiras-SP;1;3;1-3;Vitória Fora
2017;2017-10-22 17:00:00;30;Bahia-BA;Vitoria-BA;2;1;2-1;Vitória Casa
2017;2017-10-22 17:00:00;30;Santos-SP;Atletico-GO;1;0;1-0;Vitória Casa
2017;2017-10-22 19:00:00;30;Ponte Preta-SP;Avai-SC;1;2;1-2;Vitória Fora
2017;2017-10-22 19:00:00;30;Chapecoense-SC;Fluminense-RJ;2;0;2-0;Vitória Casa
2017;2017-10-23 20:00:00;30;Botafogo-RJ;Corinthians-SP;2;1;2-1;Vitória Casa
2017;2017-10-28 17:00:00;31;Sao Paulo-SP;Santos-SP;2;1;2-1;Vitória Casa
2017;2017-10-28 19:00:00;31;Flamengo-RJ;Vasco da Gama-RJ;0;0;0-0;Empate
2017;2017-10-28 21:00:00;31;Atletico-PR;Chapecoense-SC;0;0;0-0;Empate
2017;2017-10-29 17:00:00;31;Fluminense-RJ;Bahia-BA;1;1;1-1;Empate
2017;2017-10-29 17:00:00;31;Atletico-MG;Botafogo-RJ;0;0;0-0;Empate
2017;2017-10-29 17:00:00;31;Ponte Preta-SP;Corinthians-SP;1;0;1-0;Vitória Casa
2017;2017-10-29 18:00:00;31;Sport-PE;Coritiba-PR;3;4;3-4;Vitória Fora
2017;2017-10-29 18:00:00;31;Vitoria-BA;Atletico-GO;1;1;1-1;Empate
2017;2017-10-29 19:00:00;31;Avai-SC;Gremio-RS;2;2;2-2;Empate
2017;2017-10-30 20:00:00;31;Palmeiras-SP;Cruzeiro-MG;2;2;2-2;Empate
2017;2017-11-04 17:00:00;32;Santos-SP;Atletico-MG;3;1;3-1;Vitória Casa
2017;2017-11-04 19:00:00;32;Botafogo-RJ;Fluminense-RJ;1;2;1-2;Vitória Fora
2017;2017-11-04 19:00:00;32;Atletico-GO;Sao Paulo-SP;0;1;0-1;Vitória Fora
2017;2017-11-04 21:00:00;32;Coritiba-PR;Avai-SC;4;0;4-0;Vitória Casa
2017;2017-11-05 17:00:00;32;Corinthians-SP;Palmeiras-SP;3;2;3-2;Vitória Casa
2017;2017-11-05 17:00:00;32;Gremio-RS;Flamengo-RJ;3;1;3-1;Vitória Casa
2017;2017-11-05 17:00:00;32;Cruzeiro-MG;Atletico-PR;1;0;1-0;Vitória Casa
2017;2017-11-05 18:00:00;32;Bahia-BA;Ponte Preta-SP;2;0;2-0;Vitória Casa
2017;2017-11-05 19:00:00;32;Chapecoense-SC;Sport-PE;1;1;1-1;Empate
2017;2017-11-05 19:00:00;32;Vasco da Gama-RJ;Vitoria-BA;1;1;1-1;Empate
2017;2017-11-08 19:30:00;33;Ponte Preta-SP;Gremio-RS;0;1;0-1;Vitória Fora
2017;2017-11-08 19:30:00;33;Avai-SC;Bahia-BA;1;2;1-2;Vitória Fora
2017;2017-11-08 21:00:00;33;Sport-PE;Botafogo-RJ;1;2;1-2;Vitória Fora
2017;2017-11-08 21:00:00;33;Atletico-PR;Corinthians-SP;0;1;0-1;Vitória Fora
2017;2017-11-08 21:45:00;33;Flamengo-RJ;Cruzeiro-MG;2;0;2-0;Vitória Casa
2017;2017-11-08 21:45:00;33;Santos-SP;Vasco da Gama-RJ;1;2;1-2;Vitória Fora
2017;2017-11-08 21:45:00;33;Vitoria-BA;Palmeiras-SP;3;1;3-1;Vitória Casa
2017;2017-11-09 20:00:00;33;Sao Paulo-SP;Chapecoense-SC;2;2;2-2;Empate
2017;2017-11-09 20:00:00;33;Atletico-MG;Atletico-GO;3;2;3-2;Vitória Casa
2017;2017-11-09 21:00:00;33;Fluminense-RJ;Coritiba-PR;2;2;2-2;Empate
2017;2017-11-11 17:00:00;34;Botafogo-RJ;Atletico-PR;0;1;0-1;Vitória Fora
2017;2017-11-11 19:00:00;34;Corinthians-SP;Avai-SC;1;0;1-0;Vitória Casa
2017;2017-11-12 17:00:00;34;Gremio-RS;Vitoria-BA;1;1;1-1;Empate
2017;2017-11-12 17:00:00;34;Vasco da Gama-RJ;Sao Paulo-SP;1;1;1-1;Empate
2017;2017-11-12 17:00:00;34;Atletico-GO;Sport-PE;2;0;2-0;Vitória Casa
2017;2017-11-12 17:00:00;34;Palmeiras-SP;Flamengo-RJ;2;0;2-0;Vitória Casa
2017;2017-11-12 18:00:00;34;Bahia-BA;Atletico-MG;2;2;2-2;Empate
2017;2017-11-12 19:00:00;34;Cruzeiro-MG;Fluminense-RJ;3;1;3-1;Vitória Casa
2017;2017-11-12 19:00:00;34;Coritiba-PR;Ponte Preta-SP;1;1;1-1;Empate
2017;2017-11-13 20:00:00;34;Chapecoense-SC;Santos-SP;2;0;2-0;Vitória Casa
2017;2017-11-15 17:00:00;35;Ponte Preta-SP;Atletico-PR;2;1;2-1;Vitória Casa
2017;2017-11-15 19:30:00;35;Gremio-RS;Sao Paulo-SP;1;0;1-0;Vitória Casa
2017;2017-11-15 19:30:00;35;Cruzeiro-MG;Avai-SC;2;2;2-2;Empate
2017;2017-11-15 21:45:00;35;Vasco da Gama-RJ;Atletico-MG;1;1;1-1;Empate
2017;2017-11-15 21:45:00;35;Corinthians-SP;Fluminense-RJ;3;1;3-1;Vitória Casa
2017;2017-11-16 20:00:00;35;Chapecoense-SC;Vitoria-BA;2;1;2-1;Vitória Casa
2017;2017-11-16 20:00:00;35;Botafogo-RJ;Atletico-GO;1;2;1-2;Vitória Fora
2017;2017-11-16 20:00:00;35;Palmeiras-SP;Sport-PE;5;1;5-1;Vitória Casa
2017;2017-11-16 21:00:00;35;Coritiba-PR;Flamengo-RJ;1;0;1-0;Vitória Casa
2017;2017-11-16 21:00:00;35;Bahia-BA;Santos-SP;3;1;3-1;Vitória Casa
2017;2017-11-19 17:00:00;36;Flamengo-RJ;Corinthians-SP;3;0;3-0;Vitória Casa
2017;2017-11-19 17:00:00;36;Sao Paulo-SP;Botafogo-RJ;0;0;0-0;Empate
2017;2017-11-19 17:00:00;36;Vitoria-BA;Cruzeiro-MG;1;1;1-1;Empate
2017;2017-11-19 17:00:00;36;Atletico-GO;Chapecoense-SC;1;1;1-1;Empate
2017;2017-11-19 17:00:00;36;Sport-PE;Bahia-BA;1;0;1-0;Vitória Casa
2017;2017-11-19 19:00:00;36;Atletico-PR;Vasco da Gama-RJ;3;1;3-1;Vitória Casa
2017;2017-11-19 19:00:00;36;Santos-SP;Gremio-RS;1;0;1-0;Vitória Casa
2017;2017-11-19 19:00:00;36;Atletico-MG;Coritiba-PR;3;0;3-0;Vitória Casa
2017;2017-11-20 17:00:00;36;Fluminense-RJ;Ponte Preta-SP;2;0;2-0;Vitória Casa
2017;2017-11-20 20:00:00;36;Avai-SC;Palmeiras-SP;2;1;2-1;Vitória Casa
2017;2017-11-25 17:00:00;37;Fluminense-RJ;Sport-PE;1;2;1-2;Vitória Fora
2017;2017-11-26 17:00:00;37;Gremio-RS;Atletico-GO;1;1;1-1;Empate
2017;2017-11-26 17:00:00;37;Avai-SC;Atletico-PR;1;0;1-0;Vitória Casa
2017;2017-11-26 17:00:00;37;Corinthians-SP;Atletico-MG;2;2;2-2;Empate
2017;2017-11-26 17:00:00;37;Cruzeiro-MG;Vasco da Gama-RJ;0;1;0-1;Vitória Fora
2017;2017-11-26 17:00:00;37;Coritiba-PR;Sao Paulo-SP;1;2;1-2;Vitória Fora
2017;2017-11-26 17:00:00;37;Ponte Preta-SP;Vitoria-BA;2;3;2-3;Vitória Fora
2017;2017-11-26 19:00:00;37;Bahia-BA;Chapecoense-SC;0;1;0-1;Vitória Fora
2017;2017-11-26 19:00:00;37;Flamengo-RJ;Santos-SP;1;2;1-2;Vitória Fora
2017;2017-11-27 20:00:00;37;Palmeiras-SP;Botafogo-RJ;2;0;2-0;Vitória Casa
2017;2017-12-03 17:00:00;38;Botafogo-RJ;Cruzeiro-MG;2;2;2-2;Empate
2017;2017-12-03 17:00:00;38;Vasco da Gama-RJ;Ponte Preta-SP;2;1;2-1;Vitória Casa
2017;2017-12-03 17:00:00;38;Santos-SP;Avai-SC;1;1;1-1;Empate
2017;2017-12-03 17:00:00;38;Sao Paulo-SP;Bahia-BA;1;1;1-1;Empate
2017;2017-12-03 17:00:00;38;Atletico-MG;Gremio-RS;4;3;4-3;Vitória Casa
2017;2017-12-03 17:00:00;38;Atletico-PR;Palmeiras-SP;3;0;3-0;Vitória Casa
2017;2017-12-03 17:00:00;38;Sport-PE;Corinthians-SP;1;0;1-0;Vitória Casa
2017;2017-12-03 17:00:00;38;Vitoria-BA;Flamengo-RJ;1;2;1-2;Vitória Fora
2017;2017-12-03 17:00:00;38;Atletico-GO;Fluminense-RJ;1;1;1-1;Empate
2017;2017-12-03 17:00:00;38;Chapecoense-SC;Coritiba-PR;2;1;2-1;Vitória Casa
2018;2018-04-14 16:00:00;1;Cruzeiro-MG;Gremio-RS;0;1;0-1;Vitória Fora
2018;2018-04-14 19:00:00;1;Vitoria-BA;Flamengo-RJ;2;2;2-2;Empate
2018;2018-04-14 21:00:00;1;Santos-SP;Ceara-CE;2;0;2-0;Vitória Casa
2018;2018-04-15 11:00:00;1;America-MG;Sport-PE;3;0;3-0;Vitória Casa
2018;2018-04-15 16:00:00;1;Vasco da Gama-RJ;Atletico-MG;2;1;2-1;Vitória Casa
2018;2018-04-15 16:00:00;1;Corinthians-SP;Fluminense-RJ;2;1;2-1;Vitória Casa
2018;2018-04-15 16:00:00;1;Internacional-RS;Bahia-BA;2;0;2-0;Vitória Casa
2018;2018-04-15 19:00:00;1;Atletico-PR;Chapecoense-SC;5;1;5-1;Vitória Casa
2018;2018-04-16 20:00:00;1;Botafogo-RJ;Palmeiras-SP;1;1;1-1;Empate
2018;2018-04-16 20:00:00;1;Sao Paulo-SP;Parana-PR;1;0;1-0;Vitória Casa
2018;2018-04-21 16:00:00;2;Bahia-BA;Santos-SP;1;0;1-0;Vitória Casa
2018;2018-04-21 19:00:00;2;Flamengo-RJ;America-MG;2;0;2-0;Vitória Casa
2018;2018-04-22 11:00:00;2;Parana-PR;Corinthians-SP;0;4;0-4;Vitória Fora
2018;2018-04-22 16:00:00;2;Chapecoense-SC;Vasco da Gama-RJ;1;1;1-1;Empate
2018;2018-04-22 16:00:00;2;Fluminense-RJ;Cruzeiro-MG;1;0;1-0;Vitória Casa
2018;2018-04-22 16:00:00;2;Ceara-CE;Sao Paulo-SP;0;0;0-0;Empate
2018;2018-04-22 16:00:00;2;Palmeiras-SP;Internacional-RS;1;0;1-0;Vitória Casa
2018;2018-04-22 16:00:00;2;Atletico-MG;Vitoria-BA;2;1;2-1;Vitória Casa
2018;2018-04-22 19:00:00;2;Gremio-RS;Atletico-PR;0;0;0-0;Empate
2018;2018-04-23 20:00:00;2;Sport-PE;Botafogo-RJ;1;1;1-1;Empate
2018;2018-04-28 16:00:00;3;Botafogo-RJ;Gremio-RS;2;1;2-1;Vitória Casa
2018;2018-04-29 16:00:00;3;Palmeiras-SP;Chapecoense-SC;0;0;0-0;Empate
2018;2018-04-29 16:00:00;3;Ceara-CE;Flamengo-RJ;0;3;0-3;Vitória Fora
2018;2018-04-29 16:00:00;3;Bahia-BA;Atletico-PR;0;0;0-0;Empate
2018;2018-04-29 16:00:00;3;Fluminense-RJ;Sao Paulo-SP;1;1;1-1;Empate
2018;2018-04-29 16:00:00;3;Parana-PR;Sport-PE;1;2;1-2;Vitória Fora
2018;2018-04-29 16:00:00;3;Atletico-MG;Corinthians-SP;1;0;1-0;Vitória Casa
2018;2018-04-29 19:00:00;3;Internacional-RS;Cruzeiro-MG;0;0;0-0;Empate
2018;2018-04-30 20:00:00;3;America-MG;Vitoria-BA;2;1;2-1;Vitória Casa
2018;2018-09-27 20:00:00;3;Santos-SP;Vasco da Gama-RJ;1;1;1-1;Empate
2018;2018-05-05 19:00:00;4;Vasco da Gama-RJ;America-MG;4;1;4-1;Vitória Casa
2018;2018-05-05 19:00:00;4;Sao Paulo-SP;Atletico-MG;2;2;2-2;Empate
2018;2018-05-06 11:00:00;4;Corinthians-SP;Ceara-CE;1;1;1-1;Empate
2018;2018-05-06 16:00:00;4;Flamengo-RJ;Internacional-RS;2;0;2-0;Vitória Casa
2018;2018-05-06 16:00:00;4;Vitoria-BA;Fluminense-RJ;1;2;1-2;Vitória Fora
2018;2018-05-06 16:00:00;4;Atletico-PR;Palmeiras-SP;1;3;1-3;Vitória Fora
2018;2018-05-06 16:00:00;4;Cruzeiro-MG;Botafogo-RJ;1;0;1-0;Vitória Casa
2018;2018-05-06 19:00:00;4;Sport-PE;Bahia-BA;2;0;2-0;Vitória Casa
2018;2018-05-06 19:00:00;4;Gremio-RS;Santos-SP;5;1;5-1;Vitória Casa
2018;2018-05-07 20:00:00;4;Chapecoense-SC;Parana-PR;1;1;1-1;Empate
2018;2018-05-12 16:00:00;5;Gremio-RS;Internacional-RS;0;0;0-0;Empate
2018;2018-05-13 11:00:00;5;Cruzeiro-MG;Sport-PE;2;0;2-0;Vitória Casa
2018;2018-05-13 16:00:00;5;Atletico-PR;Atletico-MG;1;2;1-2;Vitória Fora
2018;2018-05-13 16:00:00;5;Chapecoense-SC;Flamengo-RJ;3;2;3-2;Vitória Casa
2018;2018-05-13 16:00:00;5;Bahia-BA;Sao Paulo-SP;2;2;2-2;Empate
2018;2018-05-13 16:00:00;5;Vasco da Gama-RJ;Vitoria-BA;2;3;2-3;Vitória Fora
2018;2018-05-13 16:00:00;5;Corinthians-SP;Palmeiras-SP;1;0;1-0;Vitória Casa
2018;2018-05-13 19:00:00;5;Santos-SP;Parana-PR;3;1;3-1;Vitória Casa
2018;2018-05-14 20:00:00;5;Ceara-CE;America-MG;2;2;2-2;Empate
2018;2018-05-14 20:00:00;5;Botafogo-RJ;Fluminense-RJ;2;1;2-1;Vitória Casa
2018;2018-05-19 16:00:00;6;Atletico-MG;Cruzeiro-MG;1;0;1-0;Vitória Casa
2018;2018-05-19 19:00:00;6;Flamengo-RJ;Vasco da Gama-RJ;1;1;1-1;Empate
2018;2018-05-19 21:00:00;6;Palmeiras-SP;Bahia-BA;3;0;3-0;Vitória Casa
2018;2018-05-20 11:00:00;6;Vitoria-BA;Ceara-CE;2;1;2-1;Vitória Casa
2018;2018-05-20 16:00:00;6;Parana-PR;Gremio-RS;0;0;0-0;Empate
2018;2018-05-20 16:00:00;6;America-MG;Botafogo-RJ;1;0;1-0;Vitória Casa
2018;2018-05-20 16:00:00;6;Sao Paulo-SP;Santos-SP;1;0;1-0;Vitória Casa
2018;2018-05-20 16:00:00;6;Sport-PE;Corinthians-SP;1;1;1-1;Empate
2018;2018-05-20 19:00:00;6;Fluminense-RJ;Atletico-PR;2;0;2-0;Vitória Casa
2018;2018-05-21 20:00:00;6;Internacional-RS;Chapecoense-SC;3;0;3-0;Vitória Casa
2018;2018-05-26 16:00:00;7;Fluminense-RJ;Chapecoense-SC;3;1;3-1;Vitória Casa
2018;2018-05-26 19:00:00;7;Palmeiras-SP;Sport-PE;2;3;2-3;Vitória Fora
2018;2018-05-26 21:00:00;7;Atletico-MG;Flamengo-RJ;0;1;0-1;Vitória Fora
2018;2018-05-27 11:00:00;7;Parana-PR;Atletico-PR;0;0;0-0;Empate
2018;2018-05-27 16:00:00;7;Santos-SP;Cruzeiro-MG;0;1;0-1;Vitória Fora
2018;2018-05-27 16:00:00;7;Internacional-RS;Corinthians-SP;2;1;2-1;Vitória Casa
2018;2018-05-27 16:00:00;7;Botafogo-RJ;Vitoria-BA;1;1;1-1;Empate
2018;2018-05-27 16:00:00;7;Bahia-BA;Vasco da Gama-RJ;3;0;3-0;Vitória Casa
2018;2018-05-27 19:00:00;7;Ceara-CE;Gremio-RS;0;1;0-1;Vitória Fora
2018;2018-05-27 19:00:00;7;America-MG;Sao Paulo-SP;1;3;1-3;Vitória Fora
2018;2018-05-30 19:30:00;8;Sport-PE;Atletico-MG;3;2;3-2;Vitória Casa
2018;2018-05-30 19:30:00;8;Vitoria-BA;Internacional-RS;2;3;2-3;Vitória Fora
2018;2018-05-30 19:30:00;8;Vasco da Gama-RJ;Parana-PR;1;0;1-0;Vitória Casa
2018;2018-05-30 21:00:00;8;Sao Paulo-SP;Botafogo-RJ;3;2;3-2;Vitória Casa
2018;2018-05-30 21:00:00;8;Chapecoense-SC;Ceara-CE;2;0;2-0;Vitória Casa
2018;2018-05-30 21:45:00;8;Gremio-RS;Fluminense-RJ;0;0;0-0;Empate
2018;2018-05-30 21:45:00;8;Cruzeiro-MG;Palmeiras-SP;1;0;1-0;Vitória Casa
2018;2018-05-31 16:00:00;8;Flamengo-RJ;Bahia-BA;2;0;2-0;Vitória Casa
2018;2018-05-31 18:00:00;8;Corinthians-SP;America-MG;1;0;1-0;Vitória Casa
2018;2018-05-31 21:00:00;8;Atletico-PR;Santos-SP;2;0;2-0;Vitória Casa
2018;2018-06-02 16:00:00;9;Atletico-MG;Chapecoense-SC;3;3;3-3;Empate
2018;2018-06-02 16:00:00;9;Internacional-RS;Sport-PE;0;0;0-0;Empate
